Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-04 09:00:39	 436 	c1254 	572 	 118 	 10110100 	 180 	 13755600 	 135	 81	 86	 125	 32	 156	 
2019-05-04 09:00:49	 524 	c1254 	573 	 124 	 01111000 	 120 	 13864200 	 135	 81	 86	 126	 32	 156	 
2019-05-04 09:01:24	 538 	c1254 	574 	 131 	 01110100 	 116 	 14241456 	 135	 81	 87	 126	 32	 157	 
2019-05-04 09:01:32	 579 	c1254 	575 	 137 	 01111000 	 120 	 14328048 	 135	 81	 87	 127	 32	 157	 
2019-05-04 09:01:59	 777 	c1254 	576 	 145 	 01110100 	 116 	 14620800 	 135	 81	 88	 127	 32	 158	 
2019-05-04 09:02:06	 784 	c1254 	577 	 151 	 01111000 	 120 	 14696280 	 135	 81	 88	 128	 32	 158	 
2019-05-04 09:03:05	 440 	c1254 	578 	 160 	 01110100 	 116 	 15328704 	 135	 81	 89	 128	 32	 159	 
2019-05-04 09:03:16	 767 	c1254 	579 	 167 	 01110100 	 116 	 15450312 	 135	 81	 90	 128	 32	 160	 
2019-05-04 09:07:09	 414 	c1254 	580 	 174 	 01110100 	 116 	 1179344 	 135	 81	 91	 128	 32	 161	 
2019-05-04 09:07:22	1017 	c1254 	581 	 181 	 01111000 	 120 	 1324952 	 135	 81	 91	 129	 32	 161	 
2019-05-04 09:07:59	1082 	c1254 	582 	 189 	 01110100 	 116 	 1723952 	 135	 81	 92	 129	 32	 162	 
2019-05-04 09:08:06	 942 	c1254 	583 	 195 	 01111000 	 120 	 1798016 	 135	 81	 92	 130	 32	 162	 
2019-05-04 09:08:49	 746 	c1254 	584 	 201 	 10110100 	 180 	 2259224 	 135	 82	 92	 130	 32	 163	 
2019-05-04 09:08:57	 335 	c1254 	586 	 208 	 01111100 	 124 	 2341520 	 136	 82	 92	 130	 32	 163	 
2019-05-04 09:09:39	 795 	c1254 	587 	 216 	 01110100 	 116 	 2798048 	 136	 82	 93	 130	 32	 164	 
2019-05-04 09:09:45	 598 	c1254 	588 	 222 	 01111000 	 120 	 2860808 	 136	 82	 93	 131	 32	 164	 
