Date 	Hmsec 	CounterID 	EventID 	CounterMsgID 	Dur[ms] 	Freq[Hz] 	RFCycles 	RFID_Edges 	RFID_Tag_Reads 	TagType 	TagID_1 	TagID_2[hex] 
2019-03-29 16:34:57	   0 	c1272 	  91 	  1 	   2 	     0 	     0 	   0 	0 	0 	
2019-03-29 16:34:57	   0 	c1272 	  91 	  7 	 485 	108856 	 50124 	   1 	0 	0 	
2019-03-29 16:34:57	   0 	c1272 	  92 	  1 	   2 	     0 	     0 	   0 	0 	0 	
2019-03-29 16:35:06	 651 	c1272 	  92 	 10 	2888 	110384 	316177 	   1 	0 	0 	
2019-03-29 16:54:10	 852 	c1272 	  92 	  0 	2831 	126848 	356050 	   1 	0 	0 	
2019-04-18 14:38:11	  32 	c1272 	 102 	 52 	  73 	123608 	  6066 	 154 	0 	1 	0300024FEF
2019-04-18 15:31:27	 715 	c1272 	 111 	 85 	  90 	124024 	  8206 	 217 	0 	1 	0300024FEF
2019-04-18 15:31:30	 742 	c1272 	 113 	 93 	  66 	123544 	  5203 	 133 	0 	1 	0300024FEF
2019-04-18 15:33:41	 528 	c1272 	 115 	104 	  68 	123352 	  5421 	 141 	0 	1 	011016F437
2019-04-18 15:33:47	 887 	c1272 	 117 	113 	 101 	124048 	  9555 	 237 	0 	1 	04194841F7
2019-04-18 15:33:50	 575 	c1272 	 118 	123 	  68 	123512 	  5413 	 137 	0 	1 	04194841F7
2019-04-18 15:34:10	 624 	c1272 	 120 	136 	 101 	124048 	  9555 	 237 	0 	1 	04194841F7
2019-04-18 15:34:12	 481 	c1272 	 121 	144 	  68 	123448 	  5410 	 135 	0 	1 	04194841F7
2019-04-18 15:34:14	 558 	c1272 	 122 	152 	  68 	123560 	  5415 	 135 	0 	1 	04194841F7
2019-04-18 15:34:17	 548 	c1272 	 123 	158 	  68 	123584 	  5416 	 135 	0 	1 	04194841F7
2019-04-18 15:34:27	 544 	c1272 	 124 	166 	  68 	123336 	  5405 	 135 	0 	1 	04194841F7
2019-04-18 15:34:29	 460 	c1272 	 125 	172 	  68 	123720 	  5407 	 135 	0 	1 	04194841F7
2019-04-18 15:34:45	 397 	c1272 	 126 	178 	 101 	124216 	  9553 	 237 	0 	1 	04194841F7
2019-04-18 15:37:36	 418 	c1272 	 128 	187 	 101 	124056 	  9556 	 237 	0 	1 	04194841F7
2019-04-18 15:37:37	 501 	c1272 	 129 	193 	  68 	123424 	  5409 	 135 	0 	1 	04194841F7
2019-04-18 15:37:39	 441 	c1272 	 130 	201 	  68 	123312 	  5404 	 135 	0 	1 	04194841F7
2019-04-18 15:37:48	 635 	c1272 	 131 	207 	  68 	123472 	  5396 	 135 	0 	1 	04194841F7
2019-04-18 15:37:49	  39 	c1272 	 131 	212 	   9 	     0 	     0 	   1 	0 	0 	
2019-04-18 15:44:13	 140 	c1272 	 133 	218 	 101 	123904 	  9559 	 236 	0 	1 	04194841F7
2019-04-18 15:44:13	 778 	c1272 	 134 	222 	  68 	123424 	  5409 	 135 	0 	1 	04194841F7
