Date 	Hmsec 	CounterID 	EventID 	Batt 	Light 	T1 	T2 	TC 	Batt(mV) 	Wgt(g/10) 	CoreTemp(C) 	Version 	1903281141 
2019-05-06 14:46:20	  63 	c1254 	 938 	 3322	  357	    0	    0	 1502	6488	000	018
2019-05-06 14:56:20	  63 	c1254 	 938 	 3323	  393	    0	    0	 1505	6490	000	019
2019-05-06 15:06:20	  63 	c1254 	 938 	 3323	  331	    0	    0	 1505	6490	000	019
2019-05-06 15:16:20	  63 	c1254 	 938 	 3324	  292	    0	    0	 1508	6492	000	020
2019-05-06 15:26:20	  63 	c1254 	 942 	 3325	   16	    0	    0	 1509	6494	000	020
2019-05-06 15:36:20	  63 	c1254 	 944 	 3325	    2	    0	    0	 1510	6494	000	020
2019-05-06 15:46:20	  63 	c1254 	 944 	 3325	    1	    0	    0	 1510	6494	000	020
2019-05-06 15:56:20	  63 	c1254 	 944 	 3326	    2	    0	    0	 1510	6496	000	020
2019-05-06 16:06:20	  63 	c1254 	 944 	 3326	    1	    0	    0	 1511	6496	000	020
2019-05-06 16:16:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1511	6498	000	020
2019-05-06 16:26:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1510	6498	000	020
2019-05-06 16:36:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1510	6498	000	020
2019-05-06 16:46:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1510	6498	000	020
2019-05-06 16:56:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1509	6500	000	020
2019-05-06 17:06:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1508	6498	000	020
2019-05-06 17:16:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1507	6500	000	019
2019-05-06 17:26:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1509	6500	000	020
2019-05-06 17:36:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1508	6500	000	020
2019-05-06 17:46:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1506	6500	000	019
2019-05-06 17:56:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1506	6500	000	019
2019-05-06 18:06:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1505	6500	000	019
2019-05-06 18:16:20	  63 	c1254 	 944 	 3328	    0	    0	    0	 1505	6500	000	019
2019-05-06 18:26:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1504	6500	000	019
2019-05-06 18:36:20	  63 	c1254 	 944 	 3328	    0	    0	    0	 1502	6500	000	018
2019-05-06 18:46:20	  63 	c1254 	 944 	 3328	    0	    0	    0	 1504	6500	000	019
2019-05-06 18:56:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1503	6498	000	019
2019-05-06 19:06:20	  63 	c1254 	 944 	 3328	    1	    0	    0	 1501	6500	000	018
2019-05-06 19:16:20	  63 	c1254 	 944 	 3327	    0	    0	    0	 1502	6498	000	018
2019-05-06 19:26:20	  63 	c1254 	 944 	 3327	    1	    0	    0	 1501	6498	000	018
2019-05-06 19:36:20	  63 	c1254 	 944 	 3327	    0	    0	    0	 1501	6498	000	018
2019-05-06 19:46:20	  63 	c1254 	 944 	 3327	    0	    0	    0	 1500	6498	000	018
2019-05-06 19:56:20	  63 	c1254 	 944 	 3327	    0	    0	    0	 1499	6498	000	018
2019-05-06 20:06:20	  63 	c1254 	 944 	 3327	    0	    0	    0	 1499	6498	000	018
2019-05-06 20:16:20	  63 	c1254 	 944 	 3327	    0	    0	    0	 1498	6498	000	018
2019-05-06 20:26:20	  63 	c1254 	 944 	 3326	    0	    0	    0	 1497	6496	000	017
2019-05-06 20:36:20	  63 	c1254 	 944 	 3326	    0	    0	    0	 1496	6496	000	017
2019-05-06 20:46:20	  63 	c1254 	 944 	 3326	    0	    0	    0	 1496	6496	000	017
2019-05-06 20:56:20	  63 	c1254 	 944 	 3326	    0	    0	    0	 1494	6496	000	017
2019-05-06 21:06:20	  63 	c1254 	 944 	 3326	    0	    0	    0	 1493	6496	000	017
2019-05-06 21:16:20	  63 	c1254 	 944 	 3325	    0	    0	    0	 1494	6494	000	017
2019-05-06 21:26:20	  63 	c1254 	 944 	 3325	    0	    0	    0	 1493	6494	000	017
2019-05-06 21:36:20	  63 	c1254 	 944 	 3325	    0	    0	    0	 1491	6494	000	016
2019-05-06 21:46:20	  63 	c1254 	 944 	 3325	    0	    0	    0	 1491	6494	000	016
2019-05-06 21:56:20	  63 	c1254 	 944 	 3325	    0	    0	    0	 1490	6494	000	016
2019-05-06 22:06:20	  63 	c1254 	 944 	 3325	    0	    0	    0	 1489	6494	000	016
2019-05-06 22:16:20	  63 	c1254 	 944 	 3324	    0	    0	    0	 1489	6492	000	016
2019-05-06 22:26:20	  63 	c1254 	 944 	 3324	    0	    0	    0	 1487	6492	000	015
