Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-15 14:33:54	 277 	c1254 	2167 	 13 	 10111000 	 184 	 1393856 	 190	 181	 169	 290	 31	 317	 
2019-05-15 22:52:33	 841 	c1254	262 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-16 07:22:33	 802 	c1254	161 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-16 10:33:04	 633 	c1254 	2169 	 21 	 01110100 	 116 	 10072176 	 190	 181	 170	 290	 31	 318	 
2019-05-16 10:39:13	 113 	c1254 	2171 	 31 	 01111000 	 120 	 14143464 	 190	 181	 170	 291	 31	 318	 
2019-05-16 10:44:26	 229 	c1254 	2172 	 37 	 10110100 	 180 	 820016 	 190	 182	 170	 291	 31	 319	 
2019-05-16 10:44:34	 860 	c1254 	2173 	 46 	 11111000 	 248 	 914264 	 191	 182	 170	 291	 31	 319	 
2019-05-16 10:45:52	 959 	c1254 	2175 	 58 	 10110100 	 180 	 1775336 	 191	 183	 170	 291	 31	 320	 
2019-05-16 10:45:59	  38 	c1254 	2178 	 70 	 01111000 	 120 	 1843760 	 191	 183	 170	 292	 31	 320	 
2019-05-16 10:45:59	 931 	c1254 	2179 	 76 	 10110100 	 180 	 1852256 	 191	 184	 170	 292	 31	 321	 
2019-05-16 10:46:37	  40 	c1254 	2180 	 82 	 01110100 	 116 	 2262776 	 191	 184	 171	 292	 31	 322	 
2019-05-16 10:46:39	 971 	c1254 	2181 	 91 	 10110100 	 180 	 2293688 	 191	 185	 171	 292	 31	 322	 
2019-05-16 10:46:45	1154 	c1254 	2183 	 103 	 10111000 	 184 	 2361584 	 191	 185	 171	 292	 32	 322	 
2019-05-16 10:49:51	 729 	c1254 	2184 	 112 	 10110100 	 180 	 4407680 	 191	 186	 171	 292	 32	 323	 
2019-05-16 10:50:04	 186 	c1254 	2185 	 119 	 11111000 	 248 	 4545824 	 192	 186	 171	 292	 32	 323	 
2019-05-16 10:50:44	 487 	c1254 	2186 	 129 	 10110100 	 180 	 4989512 	 192	 187	 171	 292	 32	 324	 
2019-05-16 10:50:53	 315 	c1254 	2187 	 137 	 01111000 	 120 	 5087072 	 192	 187	 171	 293	 32	 324	 
2019-05-16 10:52:47	 954 	c1254 	2188 	 145 	 10110100 	 180 	 6349544 	 192	 188	 171	 293	 32	 325	 
2019-05-16 10:55:48	 135 	c1254 	2189 	 153 	 10111000 	 184 	 8336456 	 192	 188	 171	 293	 33	 325	 
2019-05-16 10:55:50	 974 	c1254 	2191 	 161 	 01111000 	 120 	 8366480 	 192	 188	 171	 294	 33	 325	 
2019-05-16 10:55:51	 713 	c1254 	2192 	 165 	 01010100 	 84 	 8375024 	 193	 188	 171	 294	 33	 325	 
2019-05-16 10:56:48	 938 	c1254 	2193 	 175 	 01110100 	 116 	 9005504 	 193	 188	 172	 294	 33	 326	 
2019-05-16 10:56:56	 371 	c1254 	2194 	 183 	 01111000 	 120 	 9088328 	 193	 188	 172	 295	 33	 326	 
2019-05-16 10:57:19	 258 	c1254 	2196 	 194 	 10110100 	 180 	 9340760 	 193	 189	 172	 295	 33	 327	 
2019-05-16 10:57:27	 430 	c1254 	2197 	 200 	 01111000 	 120 	 9430592 	 193	 189	 172	 296	 33	 327	 
2019-05-16 10:59:24	 395 	c1254 	2198 	 210 	 10110100 	 180 	 10719728 	 193	 190	 172	 296	 33	 328	 
2019-05-16 10:59:38	 469 	c1254 	2199 	 218 	 01111000 	 120 	 10874720 	 193	 190	 172	 297	 33	 328	 
2019-05-16 11:00:11	 777 	c1254 	2200 	 228 	 10110100 	 180 	 11241464 	 193	 191	 172	 297	 33	 329	 
2019-05-16 11:00:28	1070 	c1254 	2201 	 240 	 10111000 	 184 	 11431736 	 193	 191	 172	 297	 34	 329	 
2019-05-16 11:00:56	 740 	c1254 	2202 	 248 	 01110100 	 116 	 11737328 	 193	 191	 173	 297	 34	 330	 
2019-05-16 11:01:21	 498 	c1254 	2203 	 255 	 01111000 	 120 	 12010664 	 193	 191	 173	 298	 34	 330	 
2019-05-16 11:10:07	 330 	c1254 	2204 	 7 	 01110100 	 116 	 1032904 	 193	 191	 174	 298	 34	 331	 
2019-05-16 11:10:17	 647 	c1254 	2206 	 15 	 01111000 	 120 	 1146280 	 193	 191	 174	 299	 34	 331	 
2019-05-16 11:11:47	 769 	c1254 	2207 	 24 	 10110100 	 180 	 2140720 	 193	 192	 174	 299	 34	 332	 
2019-05-16 11:11:57	 975 	c1254 	2208 	 30 	 01111000 	 120 	 2253040 	 193	 192	 174	 300	 34	 332	 
2019-05-16 11:12:35	 342 	c1254 	2209 	 38 	 01110100 	 116 	 2666416 	 193	 192	 175	 300	 34	 333	 
2019-05-16 11:12:43	 789 	c1254 	2210 	 44 	 01111000 	 120 	 2758960 	 193	 192	 175	 301	 34	 333	 
2019-05-16 11:13:21	 269 	c1254 	2212 	 54 	 01110100 	 116 	 3173464 	 193	 192	 176	 301	 34	 334	 
2019-05-16 11:13:36	 359 	c1254 	2213 	 61 	 01111000 	 120 	 3339904 	 193	 192	 176	 302	 34	 334	 
2019-05-16 11:14:07	 872 	c1254 	2214 	 69 	 01110100 	 116 	 3686968 	 193	 192	 177	 302	 34	 335	 
2019-05-16 11:14:20	 256 	c1254 	2215 	 78 	 01111000 	 120 	 3824608 	 193	 192	 177	 303	 34	 335	 
2019-05-16 11:17:39	 980 	c1254 	2217 	 86 	 01110100 	 116 	 6028456 	 193	 192	 178	 303	 34	 336	 
2019-05-16 11:18:45	 820 	c1254 	2218 	 92 	 01111100 	 124 	 6755416 	 194	 192	 178	 303	 34	 336	 
2019-05-16 11:19:51	 208 	c1254 	2221 	 100 	 01110100 	 116 	 7478200 	 194	 192	 179	 303	 34	 337	 
2019-05-16 11:20:18	 183 	c1254 	2223 	 107 	 10101000 	 168 	 7776064 	 195	 192	 179	 303	 34	 337	 
2019-05-16 11:20:22	 205 	c1254 	2226 	 115 	 10101000 	 168 	 7820440 	 196	 192	 179	 303	 34	 337	 
2019-05-16 11:20:22	 818 	c1254 	2227 	 119 	 10101000 	 168 	 7826272 	 197	 192	 179	 303	 34	 337	 
2019-05-16 11:20:24	 288 	c1254 	2229 	 125 	 10101000 	 168 	 7843312 	 198	 192	 179	 303	 34	 337	 
2019-05-16 13:25:08	 959 	c1254 	2231 	 131 	 10101000 	 168 	 7261736 	 199	 192	 179	 303	 34	 337	 
2019-05-16 13:52:42	 365 	c1254 	2232 	 135 	 10101000 	 168 	 9071800 	 200	 192	 179	 303	 34	 337	 
2019-05-16 13:55:49	 114 	c1254 	2234 	 141 	 10101000 	 168 	 11171824 	 201	 192	 179	 303	 34	 337	 
2019-05-16 13:55:50	  18 	c1254 	2235 	 145 	 10101000 	 168 	 11182144 	 202	 192	 179	 303	 34	 337	 
2019-05-16 13:55:53	 632 	c1254 	2237 	 151 	 10101000 	 168 	 11221792 	 203	 192	 179	 303	 34	 337	 
2019-05-16 13:55:54	1121 	c1254 	2238 	 155 	 10101000 	 168 	 11237752 	 204	 192	 179	 303	 34	 337	 
2019-05-16 13:55:56	 440 	c1254 	2240 	 163 	 10101000 	 168 	 11253664 	 205	 192	 179	 303	 34	 337	 
2019-05-16 14:27:29	 683 	c1254 	2241 	 167 	 10101000 	 168 	 15660912 	 206	 192	 179	 303	 34	 337	 
2019-05-16 14:27:44	  17 	c1254 	2243 	 173 	 10101000 	 168 	 15821736 	 207	 192	 179	 303	 34	 337	 
2019-05-16 14:28:22	 461 	c1254	5659 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2019-05-16 14:28:23	 206 	c1254	161 bytes to file.
