Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2021-05-24 13:15:19	 198 	c1254 	6320 	 32 	 10101000 	 168 	 10158880 	 291	 328	 260	 368	 67	 493	 
2021-05-24 21:31:07	 805 	c1254	263 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2021-05-25 06:01:07	 855 	c1254	161 bytes to file.
Date	 Hmsec	 CounterID	 EventID	 CounterMsgID	 Status(bin)	 Status(dec)	 Timer[s/12000]	 Unclear	 Entry	 LookIn	 Exit	 LookOut	 Visits
2021-05-25 08:29:22	 181 	c1254 	6321 	 36 	 10101000 	 168 	 11458728 	 292	 328	 260	 368	 67	 493	 
2021-05-25 08:32:06	 761 	c1254 	6322 	 40 	 01010100 	 84 	 13281720 	 293	 328	 260	 368	 67	 493	 
2021-05-25 08:32:28	 946 	c1254 	6323 	 50 	 10110100 	 180 	 13526976 	 293	 329	 260	 368	 67	 494	 
2021-05-25 08:32:29	 573 	c1254 	6324 	 56 	 01111000 	 120 	 13534488 	 293	 329	 260	 369	 67	 494	 
2021-05-25 08:32:30	1139 	c1254 	6325 	 64 	 01110100 	 116 	 13550952 	 293	 329	 261	 369	 67	 495	 
2021-05-25 08:56:50	 500 	c1254 	6326 	 71 	 10110100 	 180 	 12707552 	 293	 330	 261	 369	 67	 496	 
2021-05-25 08:57:08	 719 	c1254 	6327 	 80 	 01111000 	 120 	 12904688 	 293	 330	 261	 370	 67	 496	 
2021-05-25 08:59:49	 823 	c1254 	6328 	 90 	 10110100 	 180 	 14650040 	 293	 331	 261	 370	 67	 497	 
2021-05-25 09:00:01	 983 	c1254 	6330 	 99 	 01111000 	 120 	 14781512 	 293	 331	 261	 371	 67	 497	 
2021-05-25 09:02:02	 445 	c1254 	6331 	 111 	 01110100 	 116 	 16086416 	 293	 331	 262	 371	 67	 498	 
2021-05-25 09:02:32	 761 	c1254 	6332 	 118 	 01111000 	 120 	 16414136 	 293	 331	 262	 372	 67	 498	 
2021-05-25 09:09:54	 748 	c1254 	6333 	 128 	 10110100 	 180 	 4415608 	 293	 332	 262	 372	 67	 499	 
2021-05-25 09:10:02	  49 	c1254 	6334 	 137 	 10111000 	 184 	 4495480 	 293	 332	 262	 372	 68	 499	 
2021-05-25 09:10:30	1147 	c1254 	6335 	 149 	 01110100 	 116 	 4808224 	 293	 332	 263	 372	 68	 500	 
2021-05-25 09:10:37	 596 	c1254 	6336 	 162 	 11111000 	 248 	 4878664 	 294	 332	 263	 372	 68	 500	 
2021-05-25 09:18:36	1026 	c1254 	6339 	 178 	 01110100 	 116 	 10054792 	 294	 332	 264	 372	 68	 501	 
2021-05-25 09:18:47	 280 	c1254 	6340 	 189 	 10111000 	 184 	 10166560 	 294	 332	 264	 372	 69	 501	 
2021-05-25 09:19:37	 278 	c1254 	6341 	 203 	 10110100 	 180 	 10706200 	 294	 333	 264	 372	 69	 502	 
2021-05-25 09:19:44	 798 	c1254 	6342 	 210 	 11111000 	 248 	 10786624 	 295	 333	 264	 372	 69	 502	 
2021-05-25 09:20:35	 443 	c1254 	6343 	 216 	 10110100 	 180 	 11333656 	 295	 334	 264	 372	 69	 503	 
2021-05-25 09:20:41	 417 	c1254 	6344 	 224 	 01111000 	 120 	 11398168 	 295	 334	 264	 373	 69	 503	 
2021-05-25 09:28:19	 498 	c1254 	6346 	 234 	 10110100 	 180 	 16340344 	 295	 335	 264	 373	 69	 504	 
2021-05-25 09:28:32	 865 	c1254 	6347 	 242 	 01111000 	 120 	 16484008 	 295	 335	 264	 374	 69	 504	 
2021-05-25 09:33:31	 687 	c1254 	6348 	 250 	 10110100 	 180 	 2930088 	 295	 336	 264	 374	 69	 505	 
2021-05-25 09:33:54	 145 	c1254 	6350 	 2 	 10111000 	 184 	 3173088 	 295	 336	 264	 374	 70	 505	 
2021-05-25 09:50:36	 320 	c1254 	6351 	 12 	 10110100 	 180 	 13981176 	 295	 337	 264	 374	 70	 506	 
2021-05-25 10:09:12	 599 	c1254 	6352 	 23 	 01111000 	 120 	 9245144 	 295	 337	 264	 375	 70	 506	 
2021-05-25 10:43:57	 272 	c1254 	6354 	 31 	 01110100 	 116 	 14996128 	 295	 337	 265	 375	 70	 507	 
2021-05-25 10:44:01	 224 	c1254 	6355 	 37 	 01110100 	 116 	 15038920 	 295	 337	 266	 375	 70	 507	 
2021-05-25 14:31:10	 124 	c1254	3125 bytes to file.
