"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-16 12:20:11," 930 ","c1252 ","01103FD262","mw49","2020",499
"2",2020-05-16 12:11:52,"  43 ","c1252 ","0300030EFF","mw49","2020",0
