"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-04-19 15:44:25," 899 ","c1272 ","011016F437","mw9","2019",663
"2",2019-04-19 15:33:22," 843 ","c1272 ","0300024FEF","mw9","2019",0
"3",2019-04-19 15:42:49," 706 ","c1272 ","04194841F7","mw9","2019",567
