"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-15 10:08:30," 556 ","c1272 ","011016FB0C","mw15","2020",199
"2",2020-05-15 10:05:11," 452 ","c1272 ","0300030EFF","mw15","2020",0
