"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-15 10:55:15," 374 ","c1252 ","011016F4AD","mw52","2019",1681
"2",2019-05-15 10:31:59," 926 ","c1252 ","011016FD16","mw52","2019",285
"3",2019-05-15 10:27:14," 170 ","c1252 ","0300024FEF","mw52","2019",0
