"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-10 09:38:05,"1009 ","c1252 ","01101701B5","mw113","2019",1777
"2",2019-05-10 09:16:53," 330 ","c1252 ","01101715AA","mw113","2019",505
"3",2019-05-10 09:08:28," 668 ","c1252 ","0300030EFF","mw113","2019",0
