"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-10 09:26:38," 220 ","c1256 ","0110172636","mw129","2019",682
"2",2019-05-10 09:19:14," 285 ","c1256 ","01103F4609","mw129","2019",238
"3",2019-05-10 09:15:16,"  11 ","c1256 ","0300024FEF","mw129","2019",0
