"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-17 09:33:38,"1068 ","c1256 ","01103F502D","mw142","2020",686
"2",2020-05-17 09:22:12,"  82 ","c1256 ","0300030EFF","mw142","2020",0
