"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-19 10:56:27," 340 ","c1254 ","0110170A4E","mw30","2020",844
"2",2020-05-19 10:42:23,"1123 ","c1254 ","0300030EFF","mw30","2020",0
