"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-17 10:37:45,"1057 ","c1256 ","011016FD16","mw60","2020",871
"2",2020-05-17 10:36:38," 838 ","c1256 ","01103F5E04","mw60","2020",804
"3",2020-05-17 10:23:14," 142 ","c1256 ","0300030EFF","mw60","2020",0
