"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-01 12:07:09," 113 ","c1272 ","0110171B3A","mw115","2019",1127
"2",2019-05-01 11:56:17," 416 ","c1272 ","011017483B","mw115","2019",475
"3",2019-05-01 11:48:22,"1005 ","c1272 ","0300024FEF","mw115","2019",0
