"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2021-05-16 09:28:50," 185 ","c1272 ","0110174FC8","mw28","2021",773
"2",2021-05-16 09:27:50," 276 ","c1272 ","01103FE42F","mw28","2021",713
"3",2021-05-16 09:15:57,"1023 ","c1272 ","0300030EFF","mw28","2021",0
