"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-04 08:41:38,"  23 ","c1254 ","01101750E1","mw93","2019",438
"2",2019-05-04 08:34:20,"1044 ","c1254 ","0300024FEF","mw93","2019",0
