"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-20 12:38:46,"1019 ","c1256 ","0110170740","mw75","2020",1469
"2",2020-05-20 12:14:17," 939 ","c1256 ","0300030EFF","mw75","2020",0
