"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-17 09:18:14," 653 ","c1272 ","01101706A5","mw11","2020",898
"2",2020-05-17 09:05:45,"  85 ","c1272 ","01103F5F62","mw11","2020",149
"3",2020-05-17 09:03:16," 717 ","c1272 ","0300030EFF","mw11","2020",0
