"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-05 10:19:50," 945 ","c1252 ","011016FE22","mw8","2019",130
"2",2019-05-05 10:17:40," 662 ","c1252 ","0300030EFF","mw8","2019",0
