"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-10 10:19:33,"   4 ","c1252 ","0110174FC8","mw27","2019",1258
"2",2019-05-10 09:58:35,"  60 ","c1252 ","0300030EFF","mw27","2019",0
"3",2019-05-10 10:02:57," 718 ","c1252 ","0419483034","mw27","2019",262
