"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-19 10:00:19," 392 ","c1254 ","01103F5952","mw26","2020",1264
"2",2020-05-19 09:48:29," 510 ","c1254 ","01103F5E08","mw26","2020",554
"3",2020-05-19 09:39:15,"  40 ","c1254 ","0300030EFF","mw26","2020",0
