"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-15 11:58:01," 514 ","c1252 ","0110170740","mw75","2019",2353
"2",2019-05-15 11:18:48," 226 ","c1252 ","0300024FEF","mw75","2019",0
