"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-22 09:58:45," 695 ","c1254 ","011016FA36","mw73","2019",395
"2",2019-05-22 09:52:10," 237 ","c1254 ","01101719EF","mw73","2019",0
"3",2019-05-22 10:30:27," 668 ","c1254 ","0300030EFF","mw73","2019",2297
