"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-09 10:17:44," 744 ","c1256 ","011016FBDD","mw34","2019",568
"2",2019-05-09 10:17:33," 958 ","c1256 ","01103F5B01","mw34","2019",557
"3",2019-05-09 10:08:16," 326 ","c1256 ","0300024FEF","mw34","2019",0
