"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-14 12:10:41," 187 ","c1256 ","011016F9DA","mw56","2019",614
"2",2019-05-14 12:25:02," 325 ","c1256 ","01103F706A","mw56","2019",1475
"3",2019-05-14 12:00:27," 520 ","c1256 ","0300024FEF","mw56","2019",0
