"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-05 12:14:18," 739 ","c1252 ","011016ED44","mw140","2019",315
"2",2019-05-05 12:23:20," 746 ","c1252 ","011017319D","mw140","2019",857
"3",2019-05-05 12:09:03," 467 ","c1252 ","0300030EFF","mw140","2019",0
