"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-17 10:59:51," 473 ","c1254 ","0110174D11","mw64","2019",304
"2",2019-05-17 10:54:47," 770 ","c1254 ","0300030EFF","mw64","2019",0
