"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-09 09:24:32," 491 ","c1252 ","0110173AAF","mw55","2019",1237
"2",2019-05-09 09:03:55," 289 ","c1252 ","0300030EFF","mw55","2019",0
