"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-03 08:05:05," 796 ","c1272 ","011016C265","mw102","2019",452
"2",2019-05-03 08:05:19," 722 ","c1272 ","01101737FA","mw102","2019",466
"3",2019-05-03 07:57:33," 279 ","c1272 ","0300024FEF","mw102","2019",0
