"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-19 12:19:40," 397 ","c1252 ","01103F51E9","mw45","2020",355
"2",2020-05-19 12:26:31," 915 ","c1252 ","01103F9A3A","mw45","2020",766
"3",2020-05-19 12:13:45," 671 ","c1252 ","0300030EFF","mw45","2020",0
