"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-20 10:39:49," 874 ","c1254 ","01103FDB47","mw22","2020",137
"2",2020-05-20 10:45:11," 167 ","c1254 ","01103FE413","mw22","2020",459
"3",2020-05-20 10:37:32," 316 ","c1254 ","0300030EFF","mw22","2020",0
