"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-16 10:06:06," 576 ","c1254 ","01103F5C20","mw3","2020",1026
"2",2020-05-16 09:49:00,"  73 ","c1254 ","0300030EFF","mw3","2020",0
