"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-15 10:24:22,"  35 ","c1252 ","01101717C8","mw19","2020",848
"2",2020-05-15 10:15:45," 504 ","c1252 ","01103FE1F3","mw19","2020",331
"3",2020-05-15 10:10:14,"1075 ","c1252 ","0300030EFF","mw19","2020",0
