"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-18 08:52:39," 230 ","c1252 ","011016FA48","mw15","2019",522
"2",2019-05-18 08:53:32,"1035 ","c1252 ","0110170AED","mw15","2019",575
"3",2019-05-18 08:43:57," 891 ","c1252 ","0300024FEF","mw15","2019",0
