"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2021-05-16 09:25:25," 585 ","c1252 ","011016FD16","mw78","2021",352
"2",2021-05-16 09:19:33,"1125 ","c1252 ","0300030EFF","mw78","2021",0
