"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-15 12:23:46," 978 ","c1256 ","0110174FC8","mw27","2020",781
"2",2020-05-15 12:10:45," 199 ","c1256 ","0300030EFF","mw27","2020",0
