"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-09 13:26:57," 964 ","c1256 ","011016FB0C","mw6","2019",755
"2",2019-05-09 13:23:10," 853 ","c1256 ","01101738AB","mw6","2019",528
"3",2019-05-09 13:14:22,"  87 ","c1256 ","0300024FEF","mw6","2019",0
