"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-17 10:49:37," 668 ","c1272 ","011016F4AD","mw66","2020",787
"2",2020-05-17 10:59:51,"  53 ","c1272 ","01103FDC8F","mw66","2020",1401
"3",2020-05-17 10:36:30," 633 ","c1272 ","0300030EFF","mw66","2020",0
