"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-18 11:03:56," 879 ","c1252 ","011016FB39","mw66","2019",398
"2",2019-05-18 10:57:18," 152 ","c1252 ","0300024FEF","mw66","2019",0
