"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-22 12:36:23," 926 ","c1254 ","0110170C32","mw25","2019",1019
"2",2019-05-22 12:28:57," 766 ","c1254 ","0110174603","mw25","2019",573
"3",2019-05-22 12:19:24," 226 ","c1254 ","0300030EFF","mw25","2019",0
