"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-19 09:15:29," 253 ","c1252 ","01103FE319","mw36","2020",1363
"2",2020-05-19 08:52:46," 216 ","c1252 ","0300030EFF","mw36","2020",0
