"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-20 11:19:37," 231 ","c1256 ","0110170C32","mw25","2020",2234
"2",2020-05-20 10:42:23,"1102 ","c1256 ","0300030EFF","mw25","2020",0
