"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2019-05-07 11:38:59," 532 ","c1256 ","0110174D6C","mw45","2019",437
"2",2019-05-07 11:31:42," 386 ","c1256 ","0300024FEF","mw45","2019",0
