"","Date","Hmsec","CounterID","RFID","nestbox","year","latency"
"1",2020-05-15 14:24:58," 237 ","c1252 ","01103FC5DF","mw34","2020",3449
"2",2020-05-15 13:27:29," 801 ","c1252 ","0300030EFF","mw34","2020",0
